facility_id,facility_name,facility_type,ward_name,lga_name,sen_district,state_name,ownership,longitude,latitude,longitude_clean,lon_format,latitude_clean,lat_format,coord_status,duplicate_of,mif_lon,mif_lat,med_officers,nurses_midwives,chews,lab_scientists,pharm_techs,personnel_score,sen_rank,_merge,canonical_lon,canonical_lat,geometry_source,geometry_note
HF00065,Agbrisa Comprehensive Health Centre,Comprehensive Health Centre,Joswaja,SHAJIMA,Kukrima North,Kukrima State,Public,6.135081,9.231325,6.135081,plain,9.231325,plain,ok,,6.135081,9.231325,0.0,12.0,6.0,3.0,3.0,53.9,11.0,both,6.135081,9.231325,mif_consistent_with_register,
HF00772,Birmili Comprehensive Health Centre,Comprehensive Health Centre,Uzosawo,Tamluni,Uzojina North,Uzojina State,Private,8.525022,7.911056,8.525022,plain,7.911056,plain,ok,,8.525022,7.911056,2.0,16.0,8.0,1.0,4.0,65.4,2.0,both,8.525022,7.911056,mif_consistent_with_register,
HF00544,Riytina Comprehensive Health Centre,Comprehensive Health Centre,Okedesa,Uzoberi,Tivbetu North,Tivbetu State,Public,8.967805,10.154681,8.967805,plain,10.154681,plain,ok,,,,,,,,,,,left_only,8.967805,10.154681,register,
HF01284,Enushafa Health Post,Health Post,Katnawa,Nasnadu,Agbkeko South,Agbkeko State,Public,10.045463,10.105296,10.045463,plain,10.105296,plain,ok,,10.045463,10.105296,0.0,2.0,1.0,0.0,0.0,5.4,57.0,both,10.045463,10.105296,mif_consistent_with_register,
HF00200,Daibawo Comprehensive Health Centre,Comprehensive Health Centre,Kukjimi,Umumitu,Kukrima South,Kukrima State,Public,6.864166,10.900675,6.864166,plain,10.900675,plain,ok,,6.864166,10.900675,2.0,18.0,11.0,0.0,4.0,65.5,9.0,both,6.864166,10.900675,mif_consistent_with_register,
HF00494,Tivderi Cottage Hospital,Cottage Hospital,Eketiyi,Agbtsiko,Tivbetu North,Tivbetu State,Public,7.99,9.78,7.99,plain,9.78,plain,ok,,7.994156,9.778496,0.0,0.0,3.0,0.0,2.0,10.5,65.0,both,7.994156,9.778496,mif_consistent_with_register,
HF00880,Wurjide Primary Health Centre,Primary Health Centre,Jostsita,Olubani-South,Uzojina South,Uzojina State,Public,8.333424,8.594569,8.333424,plain,8.594569,plain,ok,,8.333424,8.594569,0.0,0.0,2.0,2.0,1.0,13.4,52.0,both,8.333424,8.594569,mif_consistent_with_register,
HF01131,Olurayi Primary Health Centre,Primary Health Centre,Kadzaru,Tivmama,Supwasa South,Supwasa State,Public,10.008208,11.477596,10.008208,plain,11.477596,plain,ok,,10.008208,11.477596,2.0,4.0,6.0,0.0,1.0,35.8,8.0,both,10.008208,11.477596,mif_consistent_with_register,
HF00619,Tammafa Health Post,Health Post,Daideno,Tivbani,Tivbetu Central,Tivbetu State,Public,7.568924,10.550798,7.568924,plain,10.550798,plain,ok,,7.568924,10.550798,0.0,2.0,1.0,1.0,0.0,9.2,53.0,both,7.568924,10.550798,mif_consistent_with_register,
HF00082,Yobrana Primary Health Centre,Primary Health Centre,Ibasashi,Ekejisa-North,Kukrima North,Kukrima State,Private,5.655149,9.628072,5.655149,plain,9.628072,plain,ok,,5.655149,9.628072,0.0,0.0,5.0,1.0,1.0,13.5,57.0,both,5.655149,9.628072,mif_consistent_with_register,
HF00413,Katwasa Health Post,Health Post,Zamlani,Iromashi,Agbzatu Central,Agbzatu State,Private,7.069807,8.492966,7.069807,plain,8.492966,plain,ok,,7.069807,8.492966,0.0,1.0,1.0,0.0,0.0,3.4,73.0,both,7.069807,8.492966,mif_consistent_with_register,
HF00201,Kadmade Primary Health Centre,Primary Health Centre,Ibanana,Adenaja,Kukrima South,Kukrima State,Public,6.738118,10.610027,6.738118,plain,10.610027,plain,ok,,6.738118,10.610027,2.0,2.0,13.0,0.0,3.0,47.2,18.0,both,6.738118,10.610027,mif_consistent_with_register,
HF00229,Kukkoyi Comprehensive Health Centre,Comprehensive Health Centre,Wurlawo,Enumade-West,Kukrima South,Kukrima State,Public,6.495369,10.279602,6.495369,plain,10.279602,plain,ok,,6.495369,10.279602,1.0,3.0,9.0,8.0,0.0,41.0,22.0,both,6.495369,10.279602,mif_consistent_with_register,
HF00855,Yelnule Primary Health Centre,Primary Health Centre,Wurtimi,WURKOTA,Uzojina Central,Uzojina State,Public,8.954704,8.513525,8.954704,plain,8.513525,plain,ok,,8.954704,8.513525,0.0,6.0,5.0,0.0,0.0,18.9,35.0,both,8.954704,8.513525,mif_consistent_with_register,
HF00344,Kadngoko Health Post,Health Post,Dutmili,Zamkeri,Agbzatu Central,Agbzatu State,Private,6.95,8.7,6.95,plain,8.7,plain,ok,,6.947442,8.702141,0.0,2.0,1.0,0.0,0.0,5.4,63.0,both,6.947442,8.702141,mif_consistent_with_register,
HF01260,Adeyowa General Hospital,General Hospital,Riytsina,ZAMJIDU,Agbkeko Central,Agbkeko State,Faith-based,9.508888,10.03343,9.508888,plain,10.03343,plain,ok,,9.508888,10.03343,4.0,26.0,20.0,8.0,1.0,93.3,2.0,both,9.508888,10.03343,mif_consistent_with_register,
HF00784,Sokrimi Health Post,Health Post,Uzorimi,Nassako-Central,Uzojina North,Uzojina State,Private,8.317521,7.294495,8.317521,plain,7.294495,plain,ok,,,,,,,,,,,left_only,8.317521,7.294495,register,
HF00505,Olukeko Cottage Hospital,Cottage Hospital,Banluba,Bauzani,Tivbetu North,Tivbetu State,Public,7.890172,10.501407,7.890172,plain,10.501407,plain,ok,,7.890172,10.501407,1.0,21.0,12.0,6.0,1.0,66.9,4.0,both,7.890172,10.501407,mif_consistent_with_register,
HF01099,Jostiri Primary Health Centre,Primary Health Centre,Katluko,Baumiru,Supwasa South,Supwasa State,Private,9.07046,11.200216,9.07046,plain,11.200216,plain,ok,,,,,,,,,,,left_only,9.07046,11.200216,register,
HF01163,Ngeluni Primary Health Centre,Primary Health Centre,Yobkema,Jostile,Agbkeko North,Agbkeko State,Private,10.143697,9.414559,10.143697,plain,9.414559,plain,ok,,10.143697,9.414559,1.0,3.0,2.0,0.0,0.0,17.0,29.0,both,10.143697,9.414559,mif_consistent_with_register,
HF00010,Irongole Comprehensive Health Centre,Comprehensive Health Centre,Oludeli,Katmaba,Kukrima North,Kukrima State,Public,5.701687,9.161474,5.701687,plain,9.161474,plain,ok,,5.701687,9.161474,0.0,11.0,10.0,6.0,3.0,60.7,9.0,both,5.701687,9.161474,mif_consistent_with_register,
HF00838,Ibakeja Primary Health Centre,Primary Health Centre,Supriyi,Dutkeni ,Uzojina Central,Uzojina State,Public,9.696847,8.418326,9.696847,plain,8.418326,plain,ok,,9.696847,8.418326,0.0,0.0,5.0,0.0,1.0,9.7,52.0,both,9.696847,8.418326,mif_consistent_with_register,
HF01174,Daingoyi Primary Health Centre,Primary Health Centre,Malnumi,Maljiwo ,Agbkeko North,Agbkeko State,Public,9.4965,9.130317,9.4965,plain,9.130317,plain,ok,,9.4965,9.130317,0.0,0.0,2.0,0.0,1.0,5.9,46.0,both,9.4965,9.130317,mif_consistent_with_register,
HF01065,Yeltima Primary Health Centre,Primary Health Centre,Umuyoba,OKEYORU-SOUTH,Supwasa Central,Supwasa State,Public,9.796443,10.791494,9.796443,plain,10.791494,plain,ok,,9.796443,10.791494,0.0,10.0,11.0,0.0,1.0,38.2,44.0,both,9.796443,10.791494,mif_consistent_with_register,
HF00583,Ngesami Primary Health Centre,Primary Health Centre,Funmidu,Irongori,Tivbetu Central,Tivbetu State,Public,7.702457,10.737229,7.702457,plain,10.737229,plain,ok,,7.702457,10.737229,1.0,1.0,5.0,0.0,0.0,16.7,44.0,both,7.702457,10.737229,mif_consistent_with_register,
HF00304,Josluja Primary Health Centre,Primary Health Centre,Dutkota,Hanraja,Agbzatu North,Agbzatu State,Public,7.425182,7.864777,7.425182,plain,7.864777,plain,ok,,7.425182,7.864777,0.0,6.0,0.0,1.0,1.0,19.6,45.0,both,7.425182,7.864777,mif_consistent_with_register,
HF00214,Bauladu Comprehensive Health Centre,Comprehensive Health Centre,Okenawa,Adenaja,Kukrima South,Kukrima State,Private,7.041731,10.641934,7.041731,plain,10.641934,plain,ok,,7.041731,10.641934,0.0,0.0,10.0,1.0,1.0,19.9,42.0,both,7.041731,10.641934,mif_consistent_with_register,
HF00911,Kadngoshi Cottage Hospital,Cottage Hospital,Yobnushi,Agbridu-West,Uzojina South,Uzojina State,Public,8.208013,9.211652,8.208013,plain,9.211652,plain,ok,,8.208013,9.211652,2.0,4.0,17.0,0.0,2.0,51.4,8.0,both,8.208013,9.211652,mif_consistent_with_register,
HF00088,Okemako Cottage Hospital,Cottage Hospital,Lokngodu,Ekejisa-North,Kukrima North,Kukrima State,Public,5.938353,9.729836,5.938353,plain,9.729836,plain,ok,,5.938353,9.729836,0.0,10.0,5.0,0.0,2.0,33.9,20.0,both,5.938353,9.729836,mif_consistent_with_register,
HF00582,Agbriyi Health Post,Health Post,Funmidu,Irongori,Tivbetu Central,Tivbetu State,Private,7.654234,10.685819,7.654234,plain,10.685819,plain,ok,,7.654234,10.685819,0.0,2.0,2.0,0.0,0.0,6.7,54.0,both,7.654234,10.685819,mif_consistent_with_register,
HF00672,Birlude Primary Health Centre,Primary Health Centre,Daimako,Hanjiko,Tivbetu South,Tivbetu State,Private,8.724419,10.909656,8.724419,plain,10.909656,plain,ok,,,,,,,,,,,left_only,8.724419,10.909656,register,
HF01043,Bannuli Health Post,Health Post,Wurngomi,Josmiba,Supwasa Central,Supwasa State,Public,10.650835,10.628476,10.650835,plain,10.628476,plain,ok,,10.650835,10.628476,0.0,3.0,1.0,1.0,0.0,11.3,82.0,both,10.650835,10.628476,mif_consistent_with_register,
HF00591,Ngekori Comprehensive Health Centre,Comprehensive Health Centre,Yelzafa,Irongori,Tivbetu Central,Tivbetu State,Public,7.87,10.66,7.87,plain,10.66,plain,ok,,7.873561,10.664247,1.0,4.0,17.0,0.0,0.0,36.6,21.0,both,7.873561,10.664247,mif_consistent_with_register,
HF01285,Daishasa Health Post,Health Post,Daibano,Nasnadu,Agbkeko South,Agbkeko State,Public,10.203595,10.229631,10.203595,plain,10.229631,plain,ok,,10.203595,10.229631,0.0,0.0,4.0,0.0,0.0,5.1,58.0,both,10.203595,10.229631,mif_consistent_with_register,
HF00910,Lokshana Health Post,Health Post,Hanwano,AGBRIDU-WEST,Uzojina South,Uzojina State,Private,8.189422,9.08186,8.189422,plain,9.08186,plain,ok,,8.189422,9.08186,1.0,1.0,1.0,1.0,0.0,15.3,46.0,both,8.189422,9.08186,mif_consistent_with_register,
HF00391,Tivtifa Primary Health Centre,Primary Health Centre,Oluketa,Enutifa,Agbzatu Central,Agbzatu State,Public,7.168547,7.926887,7.168547,plain,7.926887,plain,ok,,7.168547,7.926887,0.0,5.0,1.0,1.0,1.0,18.8,41.0,both,7.168547,7.926887,mif_consistent_with_register,
HF00721,Wurtsima Health Post,Health Post,Katbaru,Dutjiri LGA,Uzojina North,Uzojina State,Public,8.706286,8.311258,8.706286,plain,8.311258,plain,ok,,8.706286,8.311258,0.0,2.0,3.0,0.0,0.0,8.0,70.0,both,8.706286,8.311258,mif_consistent_with_register,
HF01269,Sokkesa Primary Health Centre,Primary Health Centre,Bantsile,Nasnadu,Agbkeko South,Agbkeko State,Public,9.888763,10.18315,9.888763,plain,10.18315,plain,ok,,9.888763,10.18315,0.0,5.0,5.0,0.0,1.0,20.1,32.0,both,9.888763,10.18315,mif_consistent_with_register,
HF00567,Gwonuli Comprehensive Health Centre,Comprehensive Health Centre,Oluyoko,Ibajija-South,Tivbetu Central,Tivbetu State,Public,7.2,10.91,7.2,plain,10.91,plain,ok,,7.204724,10.910696,5.0,9.0,9.0,0.0,2.0,66.9,4.0,both,7.204724,10.910696,mif_consistent_with_register,
HF00368,Agbjisa Health Post,Health Post,Okewako,Lokmata,Agbzatu Central,Agbzatu State,Private,6.626039,8.736826,6.626039,plain,8.736826,plain,ok,,6.626039,8.736826,0.0,1.0,1.0,0.0,0.0,3.4,73.0,both,6.626039,8.736826,mif_consistent_with_register,
HF00336,Umutsita Comprehensive Health Centre,Comprehensive Health Centre,Umubeli,Gwodele-South,Agbzatu North,Agbzatu State,Public,8.289558,7.658991,8.289558,plain,7.658991,plain,ok,,8.289558,7.658991,1.0,5.0,8.0,0.0,1.0,32.2,22.0,both,8.289558,7.658991,mif_consistent_with_register,
HF00684,Umukeru Primary Health Centre,Primary Health Centre,Agbsama,Olujiwa,Tivbetu South,Tivbetu State,Public,8.30342,10.611765,8.30342,plain,10.611765,plain,ok,,8.30342,10.611765,0.0,3.0,10.0,1.0,0.0,22.8,43.0,both,8.30342,10.611765,mif_consistent_with_register,
HF00608,Ekenuna Primary Health Centre,Primary Health Centre,Ekekena,Ironama,Tivbetu Central,Tivbetu State,Public,7.45021,10.762142,7.45021,plain,10.762142,plain,ok,,7.45021,10.762142,1.0,4.0,8.0,0.0,0.0,26.8,37.0,both,7.45021,10.762142,mif_consistent_with_register,
HF00793,Yeljiko Primary Health Centre,Primary Health Centre,Gwobako,Nassako-Central,Uzojina North,Uzojina State,Public,8.89048,7.503743,8.89048,plain,7.503743,plain,ok,,8.89048,7.503743,1.0,0.0,3.0,0.0,1.0,15.4,46.0,both,8.89048,7.503743,mif_consistent_with_register,
HF00462,Riykota Health Post,Health Post,Nasnayi,Umumayi,Agbzatu South,Agbzatu State,Public,7.862228,9.412381,7.862228,plain,9.412381,plain,ok,,7.862228,9.412381,0.0,1.0,1.0,1.0,0.0,7.1,53.0,both,7.862228,9.412381,mif_consistent_with_register,
HF00654,Yobngoshi Health Post,Health Post,Funrashi,Ibamide,Tivbetu South,Tivbetu State,Public,8.246522,11.477482,8.246522,plain,11.477482,plain,ok,,,,,,,,,,,left_only,8.246522,11.477482,register,
HF00761,Zamsaru Primary Health Centre,Primary Health Centre,Riylale,Tamluni,Uzojina North,Uzojina State,Public,8.464619,7.839465,8.464619,plain,7.839465,plain,ok,,,,,,,,,,,left_only,8.464619,7.839465,register,
HF00069,Katjiyi Primary Health Centre,Primary Health Centre,Sokdema,Shajima,Kukrima North,Kukrima State,Public,5.991622,9.45229,5.991622,plain,9.45229,plain,ok,,5.991622,9.45229,1.0,8.0,3.0,1.0,0.0,32.5,26.0,both,5.991622,9.45229,mif_consistent_with_register,
HF00515,Shajino Primary Health Centre,Primary Health Centre,Nasbayi,Agbzawa-South,Tivbetu North,Tivbetu State,Public,8.273164,9.774455,8.273164,plain,9.774455,plain,ok,,8.273164,9.774455,1.0,0.0,5.0,0.0,1.0,17.9,50.0,both,8.273164,9.774455,mif_consistent_with_register,
HF01102,Riymani Primary Health Centre,Primary Health Centre,Joslaru,Loknaba,Supwasa South,Supwasa State,Public,8.877646,11.39921,8.877646,plain,11.39921,plain,ok,,8.877646,11.39921,0.0,1.0,6.0,0.0,0.0,9.8,45.0,both,8.877646,11.39921,mif_consistent_with_register,
HF01152,Umubesa Cottage Hospital,Cottage Hospital,Riynawa,Lokshasa,Agbkeko North,Agbkeko State,Private,10.507394,9.386771,10.507394,plain,9.386771,plain,ok,,10.507394,9.386771,0.0,7.0,4.0,1.0,1.0,26.8,14.0,both,10.507394,9.386771,mif_consistent_with_register,
HF00979,Adebedu Primary Health Centre,Primary Health Centre,Sokdeba,Zambani,Supwasa Central,Supwasa State,Public,9.8651,11.012778,9.8651,plain,11.012778,plain,ok,,9.8651,11.012778,3.0,5.0,2.0,2.0,1.0,48.5,26.0,both,9.8651,11.012778,mif_consistent_with_register,
HF00617,Ekejiyi Health Post,Health Post,Daideno,Tivbani,Tivbetu Central,Tivbetu State,Private,,,,missing,,missing,missing_coordinates,,7.571581,10.507984,1.0,2.0,1.0,0.0,0.0,13.7,48.0,both,7.571581,10.507984,mif_only_register_missing,
HF00995,Riyngodu Comprehensive Health Centre,Comprehensive Health Centre,Irokoni,Zambani,Supwasa Central,Supwasa State,Public,10.160937,10.926222,10.160937,plain,10.926222,plain,ok,,10.160937,10.926222,0.0,12.0,2.0,7.0,0.0,42.6,36.0,both,10.160937,10.926222,mif_consistent_with_register,
HF00692,Yellafa Cottage Hospital,Cottage Hospital,Okenatu,NASDUDU-NORTH,Tivbetu South,Tivbetu State,Public,8.057355,11.155358,8.057355,plain,11.155358,plain,ok,,8.057355,11.155358,5.0,27.0,9.0,2.0,5.0,84.0,2.0,both,8.057355,11.155358,mif_consistent_with_register,
HF00825,Sokbawo Primary Health Centre,Primary Health Centre,Adetsidu,Daishali-Central,Uzojina Central,Uzojina State,Private,9.230967,8.23195,9.230967,plain,8.23195,plain,ok,,9.230967,8.23195,1.0,2.0,5.0,1.0,0.0,22.5,29.0,both,9.230967,8.23195,mif_consistent_with_register,
HF00151,Naskoli Primary Health Centre,Primary Health Centre,Hanluta,Wurmashi,Kukrima Central,Kukrima State,Faith-based,7.36,10.14,7.36,plain,10.14,plain,ok,,7.361413,10.139268,0.0,1.0,2.0,0.0,1.0,8.0,58.0,both,7.361413,10.139268,mif_consistent_with_register,
HF00660,Yellano Primary Health Centre,Primary Health Centre,Tivshana,Hanjiko,Tivbetu South,Tivbetu State,Public,8.503773,10.984919,8.503773,plain,10.984919,plain,ok,,8.503773,10.984919,0.0,1.0,0.0,3.0,0.0,13.3,59.0,both,8.503773,10.984919,mif_consistent_with_register,
HF01129,Yelkemi Primary Health Centre,Primary Health Centre,Loktifa,Tivmama,Supwasa South,Supwasa State,Public,10.182685,11.552551,10.182685,plain,11.552551,plain,ok,,10.182685,11.552551,2.0,0.0,2.0,1.0,1.0,26.1,19.0,both,10.182685,11.552551,mif_consistent_with_register,
HF00281,Hansashi General Hospital,General Hospital,Jossafa,Malmaba,Agbzatu North,Agbzatu State,Public,7.765756,8.140065,7.765756,plain,8.140065,plain,ok,,7.765756,8.140065,3.0,21.0,5.0,2.0,5.0,73.5,2.0,both,7.765756,8.140065,mif_consistent_with_register,
HF00121,Bauwatu General Hospital,General Hospital,Wurdesa,Agbjide,Kukrima Central,Kukrima State,Private,,,,missing,,missing,missing_coordinates,,6.799156,9.302825,1.0,4.0,8.0,6.0,10.0,51.8,6.0,both,6.799156,9.302825,mif_only_register_missing,
HF00902,Daizale Health Post,Health Post,Banzashi,Hansatu,Uzojina South,Uzojina State,Private,8.822596,9.452789,8.822596,plain,9.452789,plain,ok,,8.822596,9.452789,0.0,3.0,3.0,1.0,1.0,17.2,42.0,both,8.822596,9.452789,mif_consistent_with_register,
HF00290,Zamrama Primary Health Centre,Primary Health Centre,Daisale,Supyoshi-East,Agbzatu North,Agbzatu State,Public,7.788012,7.394021,7.788012,plain,7.394021,plain,ok,,7.788012,7.394021,0.0,3.0,1.0,0.0,1.0,10.9,70.0,both,7.788012,7.394021,mif_consistent_with_register,
HF00479,Olumaru Cottage Hospital,Cottage Hospital,Yobbeko,Ngetija,Agbzatu South,Agbzatu State,Public,7.657602,9.11469,7.657602,plain,9.11469,plain,ok,,7.657602,9.11469,0.0,23.0,11.0,1.0,1.0,46.1,10.0,both,7.657602,9.11469,mif_consistent_with_register,
HF01178,Riysayi General Hospital,General Hospital,Hanlasa,Maljiwo,Agbkeko North,Agbkeko State,Public,9.544469,9.059718,9.544469,plain,9.059718,plain,ok,,9.544469,9.059718,0.0,0.0,8.0,2.0,0.0,17.7,27.0,both,9.544469,9.059718,mif_consistent_with_register,
HF00833,Hanngoma Comprehensive Health Centre,Comprehensive Health Centre,Hantima,Yeltsina,Uzojina Central,Uzojina State,Public,9.539544,8.899281,9.539544,plain,8.899281,plain,ok,,9.539544,8.899281,1.0,7.0,11.0,3.0,2.0,54.8,9.0,both,9.539544,8.899281,mif_consistent_with_register,
HF00832,Ekejiwo Comprehensive Health Centre,Comprehensive Health Centre,Hantima,Yeltsina,Uzojina Central,Uzojina State,Public,9.579981,8.969575,9.579981,plain,8.969575,plain,ok,,9.579981,8.969575,0.0,6.0,6.0,2.0,0.0,27.7,24.0,both,9.579981,8.969575,mif_consistent_with_register,
HF00510,Kukmaja Primary Health Centre,Primary Health Centre,Bannasa,Bauzani LGA,Tivbetu North,Tivbetu State,Public,8.031191,10.374378,8.031191,plain,10.374378,plain,ok,,8.031191,10.374378,1.0,2.0,7.0,0.0,0.0,21.3,39.0,both,8.031191,10.374378,mif_consistent_with_register,
HF01055,Baujiri Primary Health Centre,Primary Health Centre,Wurtsiwa,Katdudu,Supwasa Central,Supwasa State,Public,10.012807,10.446536,10.012807,plain,10.446536,plain,ok,,10.012807,10.446536,0.0,4.0,5.0,0.0,0.0,14.7,70.0,both,10.012807,10.446536,mif_consistent_with_register,
HF00785,Banwata Comprehensive Health Centre,Comprehensive Health Centre,Ngemiyi,Nassako Central,Uzojina North,Uzojina State,Public,8.533487,7.371664,8.533487,plain,7.371664,plain,ok,,8.533487,7.371664,0.0,11.0,15.0,2.0,5.0,59.6,4.0,both,8.533487,7.371664,mif_consistent_with_register,
HF00092,Baukowa Primary Health Centre,Primary Health Centre,Adelawa,YELKEFA,Kukrima Central,Kukrima State,Public,7.377988,9.715044,7.377988,plain,9.715044,plain,ok,,7.377988,9.715044,1.0,0.0,2.0,0.0,0.0,10.8,52.0,both,7.377988,9.715044,mif_consistent_with_register,
HF00835,Ibarako Primary Health Centre,Primary Health Centre,Dairili,Dutkeni,Uzojina Central,Uzojina State,Public,9.596073,8.626605,9.596073,plain,8.626605,plain,ok,,9.596073,8.626605,0.0,3.0,7.0,0.0,2.0,21.9,31.0,both,9.596073,8.626605,mif_consistent_with_register,
HF00776,Olutiko Primary Health Centre,Primary Health Centre,Bantsiko,TAMLUNI,Uzojina North,Uzojina State,Public,8.748026,7.721966,8.748026,plain,7.721966,plain,ok,,8.748026,7.721966,1.0,5.0,3.0,1.0,2.0,32.9,23.0,both,8.748026,7.721966,mif_consistent_with_register,
HF00423,Okesana Cottage Hospital,Cottage Hospital,Wurnude,Oketsifa,Agbzatu South,Agbzatu State,Public,7.959241,8.730055,7.959241,plain,8.730055,plain,ok,,,,,,,,,,,left_only,7.959241,8.730055,register,
HF00615,Riyduwa Comprehensive Health Centre,Comprehensive Health Centre,Shabani,Ironama,Tivbetu Central,Tivbetu State,Public,7.601149,10.788938,7.601149,plain,10.788938,plain,ok,,7.601149,10.788938,2.0,6.0,10.0,0.0,0.0,41.7,16.0,both,7.601149,10.788938,mif_consistent_with_register,
HF00257,Uzozana Primary Health Centre,Primary Health Centre,Kadbetu,Agbmita,Agbzatu North,Agbzatu State,Public,8.028324,8.318118,8.028324,plain,8.318118,plain,ok,,,,,,,,,,,left_only,8.028324,8.318118,register,
HF00487,Daishatu Primary Health Centre,Primary Health Centre,Riyzama,Tivsano-North,Tivbetu North,Tivbetu State,Public,8.416361,10.051751,8.416361,plain,10.051751,plain,ok,,8.416361,10.051751,1.0,1.0,3.0,1.0,1.0,21.2,41.0,both,8.416361,10.051751,mif_consistent_with_register,
HF01277,Kadluli General Hospital,General Hospital,Uzodushi,Nasnadu,Agbkeko South,Agbkeko State,Private,9.906101,9.89263,9.906101,plain,9.89263,plain,ok,,9.89263,9.906101,0.0,8.0,25.0,4.0,1.0,55.0,6.0,both,9.89263,9.906101,mif_register_axis_swap_corrected,"Register had lon/lat swapped (register lon=9.906101, lat=9.892630); corrected using MIF point."
HF00450,Funzafa Health Post,Health Post,Zamnawo,Daishako,Agbzatu South,Agbzatu State,Private,7.399633,8.90719,7.399633,plain,8.90719,plain,ok,,7.399633,8.90719,1.0,1.0,1.0,1.0,1.0,18.7,38.0,both,7.399633,8.90719,mif_consistent_with_register,
HF00335,Yobdeko Primary Health Centre,Primary Health Centre,Umubeli,Gwodele-South,Agbzatu North,Agbzatu State,Public,8.282042,7.689059,8.282042,plain,7.689059,plain,ok,,8.282042,7.689059,0.0,3.0,2.0,1.0,0.0,12.6,65.0,both,8.282042,7.689059,mif_consistent_with_register,
HF00673,Kadyoni Health Post,Health Post,Baunata,Hanjiko,Tivbetu South,Tivbetu State,Public,8.780939,11.127303,8.780939,plain,11.127303,plain,ok,,8.780939,11.127303,0.0,0.0,0.0,0.0,1.0,3.3,77.0,both,8.780939,11.127303,mif_consistent_with_register,
HF00030,Hanlusa Cottage Hospital,Cottage Hospital,Baukeshi,Riylude-North,Kukrima North,Kukrima State,Public,6.2699,9.78267,6.2699,plain,9.78267,plain,ok,,6.2699,9.78267,0.0,17.0,16.0,6.0,1.0,63.3,7.0,both,6.2699,9.78267,mif_consistent_with_register,
HF01151,Wurngoyi Comprehensive Health Centre,Comprehensive Health Centre,Riynawa,Lokshasa,Agbkeko North,Agbkeko State,Public,10.559593,9.358575,10.559593,plain,9.358575,plain,ok,,10.559593,9.358575,1.0,6.0,5.0,1.0,1.0,34.2,9.0,both,10.559593,9.358575,mif_consistent_with_register,
HF00970,Lokritu Primary Health Centre,Primary Health Centre,Katraja,Wuryona,Supwasa North,Supwasa State,Public,9.721687,10.423517,9.721687,plain,10.423517,plain,ok,,9.721687,10.423517,1.0,2.0,2.0,1.0,0.0,18.7,16.0,both,9.721687,10.423517,mif_consistent_with_register,
HF00518,Dutsashi Primary Health Centre,Primary Health Centre,Nasbayi,Agbzawa-South,Tivbetu North,Tivbetu State,Public,8.192224,9.639157,8.192224,plain,9.639157,plain,ok,,8.192224,9.639157,0.0,0.0,0.0,1.0,1.0,7.1,74.0,both,8.192224,9.639157,mif_consistent_with_register,
HF00676,Ekeridu Cottage Hospital,Cottage Hospital,Ngeduru,Olujiwa,Tivbetu South,Tivbetu State,Private,7.898121,10.954963,7.898121,plain,10.954963,plain,ok,,7.898121,10.954963,4.0,0.0,12.0,1.0,6.0,59.1,10.0,both,7.898121,10.954963,mif_consistent_with_register,
HF00041,Kukzadu Primary Health Centre,Primary Health Centre,Uzobele,Riylude-North LGA,Kukrima North,Kukrima State,Public,6.473236,9.61267,6.473236,plain,9.61267,plain,ok,,,,,,,,,,,left_only,6.473236,9.61267,register,
HF00017,Ibamako Primary Health Centre,Primary Health Centre,Shaluri,Uzoluni,Kukrima North,Kukrima State,Public,5.866775,8.909237,5.866775,plain,8.909237,plain,ok,,5.866775,8.909237,2.0,4.0,0.0,0.0,1.0,28.1,34.0,both,5.866775,8.909237,mif_consistent_with_register,
HF01322,Fundeta Primary Health Centre,Primary Health Centre,Yelshama,Gwodewo,Agbkeko South,Agbkeko State,Public,10.481587,9.86026,10.481587,plain,9.86026,plain,ok,,10.481587,9.86026,1.0,3.0,6.0,0.0,0.0,22.1,29.0,both,10.481587,9.86026,mif_consistent_with_register,
HF00990,Riyshari General Hospital,General Hospital,Dailaba,Zambani LGA,Supwasa Central,Supwasa State,Public,,,,missing,,missing,missing_coordinates,,10.125832,11.172064,0.0,23.0,40.0,15.0,5.0,70.0,7.0,both,10.125832,11.172064,mif_only_register_missing,
HF01121,Olubeli Primary Health Centre,Primary Health Centre,Soknutu,Oluyofa,Supwasa South,Supwasa State,Public,9.336942,11.105304,9.336942,plain,11.105304,plain,ok,,9.336942,11.105304,0.0,2.0,6.0,2.0,0.0,19.3,27.0,both,9.336942,11.105304,mif_consistent_with_register,
HF01105,Ibasami Primary Health Centre,Primary Health Centre,Agbdeni,Loknaba,Supwasa South,Supwasa State,Public,9.026423,11.494417,9.026423,plain,11.494417,plain,ok,,9.026423,11.494417,1.0,4.0,1.0,1.0,1.0,24.9,21.0,both,9.026423,11.494417,mif_consistent_with_register,
HF00542,Agbdeja Primary Health Centre,Primary Health Centre,Yelnuba,Uzoberi,Tivbetu North,Tivbetu State,Public,8.907795,10.389694,8.907795,plain,10.389694,plain,ok,,8.907795,10.389694,1.0,3.0,9.0,1.0,0.0,29.7,27.0,both,8.907795,10.389694,mif_consistent_with_register,
