ward_code,ward_name,lga_code,total_population,population_under5,population_source,pct_pop_any_facility,pct_pop_scored_facility,pct_pop_adequate_facility,pop_any_facility,pop_scored_facility,pop_adequate_facility,lga_name,sen_district,state_name,adequate_share,unscored_share,access_category
W0239,Daizaru,LGA008,45948,7423,Gridded population estimate 2024,0.5301869837451331,0.5295121021841386,0.0580015263962453,24361,24330,2665,Agbmita,Agbzatu North,Agbzatu State,0.10939824660827074,0.0012729123529726493,facility_nearby_mixed_adequacy
W0257,Kadbetu,LGA008,43337,6303,Projected 2026 from 2006 census,0.6783615800677685,0.5906257476801839,0.3659349457796708,29398,25596,15859,Agbmita,Agbzatu North,Agbzatu State,0.539439373531611,0.1293349077623466,facility_nearby_mixed_adequacy
W0258,Agbratu,LGA008,54474,8358,Projected 2026 from 2006 census,0.617872493667364,0.6140136082306162,0.1544176589525913,33658,33448,8412,Agbmita,Agbzatu North,Agbzatu State,0.24991832543968714,0.006245439757066101,facility_nearby_mixed_adequacy
W0261,Uzowana,LGA008,133916,23796,Gridded population estimate 2024,0.3048570765697278,0.2691337874606853,0.1001989310963713,40825,36041,13418,Agbmita,Agbzatu North,Agbzatu State,0.3286751031788941,0.11718044898613927,facility_nearby_mixed_adequacy
W0275,Tivlawa,LGA008,15316,2809,Projected 2026 from 2006 census,0.310252688562226,0.310252688562226,0.0540748340008799,4752,4752,828,Agbmita,Agbzatu North,Agbzatu State,0.1742928780133177,0.0,facility_nearby_mixed_adequacy
W0280,Gwoyota,LGA008,48785,8597,Projected 2026 from 2006 census,0.6225929128462653,0.5441876619083352,0.2330344024613011,30373,26548,11369,Agbmita,Agbzatu North,Agbzatu State,0.37429658714866143,0.12593341382491835,facility_nearby_mixed_adequacy
W0282,Enunayi,LGA008,98702,17568,Gridded population estimate 2024,0.2921048827876976,0.2766057416257882,0.1106625540638596,28831,27302,10923,Agbmita,Agbzatu North,Agbzatu State,0.37884527299836124,0.05306019198992362,facility_nearby_mixed_adequacy
W0295,Dainani,LGA008,44974,6717,Projected 2026 from 2006 census,0.4898817268350429,0.2997386649264763,0.0668398680661042,22032,13480,3006,Agbmita,Agbzatu North,Agbzatu State,0.13644082725423046,0.3881407521301426,facility_nearby_mixed_adequacy
W0189,Katlano,LGA070,209177,30640,Gridded population estimate 2024,0.7722500361491373,0.7722500361491373,0.5025586084858519,161537,161537,105124,Malmaba,Agbzatu North,Agbzatu State,0.6507718808171056,0.0,facility_nearby_mixed_adequacy
W0208,Kukyoba,LGA070,71525,12802,Projected 2026 from 2006 census,0.2675172775895907,0.2675172775895907,0.1726701140122291,19134,19134,12350,Malmaba,Agbzatu North,Agbzatu State,0.6454540640067721,0.0,facility_nearby_mixed_adequacy
W0212,Wurngowo,LGA070,115247,16782,Projected 2026 from 2006 census,0.4459825253203182,0.4459825253203182,0.2697631323578881,51398,51398,31089,Malmaba,Agbzatu North,Agbzatu State,0.6048737720477637,0.0,facility_nearby_mixed_adequacy
W0216,Jossafa,LGA070,95712,17461,Gridded population estimate 2024,0.5431967670220385,0.5431967670220385,0.4638512965349287,51990,51990,44396,Malmaba,Agbzatu North,Agbzatu State,0.8539286768547896,0.0,facility_nearby_adequately_staffed
W0240,Daiyole,LGA070,88866,15662,Gridded population estimate 2024,0.3094110759921266,0.2711888667548554,0.2613486106685836,27496,24099,23225,Malmaba,Agbzatu North,Agbzatu State,0.8446646902686639,0.12353212991717151,facility_nearby_adequately_staffed
W0184,Riysafa,LGA091,145691,26731,Gridded population estimate 2024,0.5385285584640079,0.3289480794936655,0.0,78459,47925,0,Supyoshi-East,Agbzatu North,Agbzatu State,0.0,0.38917245088748537,facility_nearby_confirmed_inadequate
W0247,Daisale,LGA091,54735,9229,Projected 2026 from 2006 census,0.6672128757544677,0.5983739284601026,0.0504937343207766,36520,32752,2764,Supyoshi-East,Agbzatu North,Agbzatu State,0.07567859697503519,0.10317388916771691,facility_nearby_confirmed_inadequate
W0249,Suplali,LGA091,63555,11655,Gridded population estimate 2024,0.4169897451481415,0.3863641390986326,0.1676225882221489,26502,24555,10653,Supyoshi-East,Agbzatu North,Agbzatu State,0.40198251916866345,0.07344450650370009,facility_nearby_mixed_adequacy
W0259,Adejisa,LGA091,122654,20400,Gridded population estimate 2024,0.6517608944649105,0.6517608944649105,0.5796231232451583,79941,79941,71093,Supyoshi-East,Agbzatu North,Agbzatu State,0.889318656838139,0.0,facility_nearby_adequately_staffed
W0164,Loknuri,LGA044,109076,19063,Gridded population estimate 2024,0.3655721141320939,0.3655721141320939,0.2376839737197436,39875,39875,25926,Hanraja,Agbzatu North,Agbzatu State,0.6501698694497801,0.0,facility_nearby_mixed_adequacy
W0170,Dutkota,LGA044,45234,6919,Gridded population estimate 2024,0.6229179099510214,0.6229179099510214,0.2205810731059495,28177,28177,9978,Hanraja,Agbzatu North,Agbzatu State,0.35410937714616886,0.0,facility_nearby_mixed_adequacy
W0187,Kuktsini,LGA044,159257,27738,Gridded population estimate 2024,0.1386177174400354,0.1386177174400354,0.1128171939408368,22076,22076,17967,Hanraja,Agbzatu North,Agbzatu State,0.8138728297098122,0.0,facility_nearby_adequately_staffed
W0197,Tivjija,LGA044,70065,10763,Projected 2026 from 2006 census,0.5084276098616368,0.5084276098616368,0.271823901001511,35623,35623,19045,Hanraja,Agbzatu North,Agbzatu State,0.5346363882077234,0.0,facility_nearby_mixed_adequacy
W0191,Riyriru,LGA056,43656,6349,Projected 2026 from 2006 census,0.4973603205550466,0.4973603205550466,0.0746878381470043,21713,21713,3261,Josduri-South,Agbzatu North,Agbzatu State,0.15016846953865118,0.0,facility_nearby_mixed_adequacy
W0214,Gwonade,LGA056,322123,55173,Projected 2026 from 2006 census,0.6342288664379351,0.5690567203855522,0.1849459722295723,204300,183306,59575,Josduri-South,Agbzatu North,Agbzatu State,0.29160762307823923,0.10275808860358855,facility_nearby_mixed_adequacy
W0225,Sokshayi,LGA056,280263,41460,Gridded population estimate 2024,0.417437425822436,0.417437425822436,0.0,116992,116992,0,Josduri-South,Agbzatu North,Agbzatu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0246,Tivbedu,LGA056,14461,2586,Projected 2026 from 2006 census,0.2098479125531466,0.2098479125531466,0.0113114948944899,3035,3035,164,Josduri-South,Agbzatu North,Agbzatu State,0.053903299569992735,0.0,facility_nearby_confirmed_inadequate
W0243,Joskoko,LGA039,29574,4486,Gridded population estimate 2024,0.523391285825319,0.523391285825319,0.0675888084483814,15479,15479,1999,Gwodele-South,Agbzatu North,Agbzatu State,0.12913628919480913,0.0,facility_nearby_mixed_adequacy
W0265,Josbesa,LGA039,79003,13541,Projected 2026 from 2006 census,0.5411347047006803,0.5411347047006803,0.0001224615218023,42751,42751,10,Gwodele-South,Agbzatu North,Agbzatu State,0.00022630505997584755,0.0,facility_nearby_confirmed_inadequate
W0266,Okeshali,LGA039,39626,6456,Gridded population estimate 2024,0.6115757458259297,0.6115757458259297,0.3264016391407504,24234,24234,12934,Gwodele-South,Agbzatu North,Agbzatu State,0.5337059904165211,0.0,facility_nearby_mixed_adequacy
W0281,Tamngoba,LGA039,37386,6750,Gridded population estimate 2024,0.6480968602044339,0.6480968602044339,0.3576980957704,24230,24230,13373,Gwodele-South,Agbzatu North,Agbzatu State,0.5519207355171706,0.0,facility_nearby_mixed_adequacy
W0283,Ekelusa,LGA039,31819,5804,Projected 2026 from 2006 census,0.435778916025634,0.4357789160256339,0.086741892256311,13866,13866,2760,Gwodele-South,Agbzatu North,Agbzatu State,0.1990502272285439,2.5476749420337937e-16,facility_nearby_mixed_adequacy
W0293,Olukoyi,LGA039,55159,10162,Projected 2026 from 2006 census,0.3824376829969004,0.3824376829969004,0.1772786635633281,21095,21095,9779,Gwodele-South,Agbzatu North,Agbzatu State,0.46354915178367745,0.0,facility_nearby_mixed_adequacy
W0303,Daidushi,LGA039,50472,8119,Projected 2026 from 2006 census,0.6469051631943658,0.6469051631943658,0.4199134480885861,32651,32651,21194,Gwodele-South,Agbzatu North,Agbzatu State,0.6491112947917855,0.0,facility_nearby_mixed_adequacy
W0310,Umubeli,LGA039,145272,24374,Projected 2026 from 2006 census,0.8262303563356839,0.8262303563356839,0.2455095800266726,120028,120028,35666,Gwodele-South,Agbzatu North,Agbzatu State,0.29714422635777143,0.0,facility_nearby_mixed_adequacy
W0090,Bannayi,LGA118,19538,3614,Gridded population estimate 2024,0.7686531557596191,0.7686531557596191,0.4514468979175052,15018,15018,8820,Zamkeri,Agbzatu Central,Agbzatu State,0.587321985911011,0.0,facility_nearby_mixed_adequacy
W0099,Dutmili,LGA118,27064,4746,Gridded population estimate 2024,0.8348808875189034,0.8348808875189034,0.6650663375707414,22595,22595,17999,Zamkeri,Agbzatu Central,Agbzatu State,0.7966002665927394,0.0,facility_nearby_mixed_adequacy
W0100,Umuwata,LGA118,9017,1520,Gridded population estimate 2024,0.4745753796651861,0.4745753796651861,0.382498194095828,4279,4279,3449,Zamkeri,Agbzatu Central,Agbzatu State,0.805979851642707,0.0,facility_nearby_adequately_staffed
W0105,Uzoriyi,LGA118,23926,4111,Projected 2026 from 2006 census,0.3697430233339415,0.3627081192638995,0.150562948990398,8846,8678,3602,Zamkeri,Agbzatu Central,Agbzatu State,0.40720970914551585,0.01902646872578919,facility_nearby_mixed_adequacy
W0108,Shabeli,LGA118,24409,3931,Projected 2026 from 2006 census,0.2084767044140228,0.2084767044140228,0.1497820109286183,5089,5089,3656,Zamkeri,Agbzatu Central,Agbzatu State,0.7184592223367067,0.0,facility_nearby_mixed_adequacy
W0037,Ngeride,LGA055,20863,3348,Projected 2026 from 2006 census,0.314316625873744,0.3111039538013065,0.1221675185061128,6558,6491,2549,Irosaja,Agbzatu Central,Agbzatu State,0.38867660330251047,0.010221133112213898,facility_nearby_mixed_adequacy
W0073,Funzako,LGA055,7985,1360,Projected 2026 from 2006 census,0.5962158057549003,0.4093446990074814,0.4093446990074814,4761,3269,3269,Irosaja,Agbzatu Central,Agbzatu State,0.6865713640200941,0.3134286359799059,facility_nearby_mixed_adequacy
W0074,Mallufa,LGA055,20101,3609,Projected 2026 from 2006 census,0.3541790381683916,0.3290866639714523,0.3290866639714523,7119,6615,6615,Irosaja,Agbzatu Central,Agbzatu State,0.9291534182070671,0.07084658179293293,facility_nearby_adequately_staffed
W0082,Yobkosa,LGA055,8548,1534,Gridded population estimate 2024,0.207150013909434,0.1225260026487023,0.1225260026487023,1771,1047,1047,Irosaja,Agbzatu Central,Agbzatu State,0.5914844046415111,0.40851559535848897,facility_nearby_mixed_adequacy
W0086,Maltsini,LGA055,6440,1032,Projected 2026 from 2006 census,0.1531828843659869,0.0787560903365579,0.0,986,507,0,Irosaja,Agbzatu Central,Agbzatu State,0.0,0.4858688641193579,facility_nearby_confirmed_inadequate
W0101,Dairimi,LGA055,23866,3936,Projected 2026 from 2006 census,0.1122778496715615,0.0552079466258717,0.0,2680,1318,0,Irosaja,Agbzatu Central,Agbzatu State,0.0,0.5082917353033779,facility_nearby_assessment_gap
W0043,Tivlana,LGA064,49189,8230,Projected 2026 from 2006 census,0.3643300642907853,0.3359698831747371,0.2928625463717864,17921,16526,14406,Lokmata,Agbzatu Central,Agbzatu State,0.8038385383920498,0.07784200069037646,facility_nearby_adequately_staffed
W0063,Josmasa,LGA064,12840,2206,Gridded population estimate 2024,0.2648675963344421,0.1019742860798312,0.0113505218286028,3401,1309,146,Lokmata,Agbzatu Central,Agbzatu State,0.042853569049914136,0.6149990127479745,facility_nearby_assessment_gap
W0075,Okewako,LGA064,14993,2299,Projected 2026 from 2006 census,0.6235682493101309,0.6105088486540438,0.0,9349,9153,0,Lokmata,Agbzatu Central,Agbzatu State,0.0,0.020943017336971646,facility_nearby_confirmed_inadequate
W0076,Sharama,LGA064,16099,2706,Projected 2026 from 2006 census,0.3810913485283969,0.3097423463338136,0.0,6135,4987,0,Lokmata,Agbzatu Central,Agbzatu State,0.0,0.18722283376440058,facility_nearby_confirmed_inadequate
W0079,Uzotishi,LGA064,82183,14985,Gridded population estimate 2024,0.7484174487390235,0.6874582209127891,0.3137506546264239,61507,56497,25785,Lokmata,Agbzatu Central,Agbzatu State,0.41921878646074984,0.08145083726861528,facility_nearby_mixed_adequacy
W0092,Gwomali,LGA031,50260,7901,Gridded population estimate 2024,0.2456666944431612,0.2452840917185683,0.0,12347,12328,0,Dutzama,Agbzatu Central,Agbzatu State,0.0,0.001557405758481504,facility_nearby_confirmed_inadequate
W0093,Sharashi,LGA031,28647,4314,Projected 2026 from 2006 census,0.3652467636022545,0.3652467636022545,0.1516844665510192,10463,10463,4345,Dutzama,Agbzatu Central,Agbzatu State,0.41529311596091284,0.0,facility_nearby_mixed_adequacy
W0102,Soktiri,LGA031,35762,5287,Gridded population estimate 2024,0.308659958285615,0.2077591650109713,0.1064166674581376,11038,7430,3806,Dutzama,Agbzatu Central,Agbzatu State,0.34476991459859574,0.3268995234596523,facility_nearby_mixed_adequacy
W0114,Baulutu,LGA031,78092,11587,Gridded population estimate 2024,0.464519059351699,0.4494229052009411,0.2423394938728258,36275,35096,18925,Dutzama,Agbzatu Central,Agbzatu State,0.5216997860347092,0.0324984601747595,facility_nearby_mixed_adequacy
W0103,Kadjino,LGA037,18151,3167,Gridded population estimate 2024,0.5691069631129317,0.5078676390823907,0.4014536281206341,10330,9218,7287,Enutifa,Agbzatu Central,Agbzatu State,0.7054097984054554,0.10760600027729561,facility_nearby_mixed_adequacy
W0135,Birnushi,LGA037,25287,3918,Projected 2026 from 2006 census,0.547428800716701,0.547428800716701,0.4121326747642728,13843,13843,10422,Enutifa,Agbzatu Central,Agbzatu State,0.7528516479671937,0.0,facility_nearby_mixed_adequacy
W0136,Oluketa,LGA037,23296,4163,Projected 2026 from 2006 census,0.4212108382457193,0.4212108382457193,0.2029385639296113,9813,9813,4728,Enutifa,Agbzatu Central,Agbzatu State,0.48179805812884663,0.0,facility_nearby_mixed_adequacy
W0155,Fundudu,LGA037,13983,2234,Projected 2026 from 2006 census,0.2124521916521201,0.2124521916521201,0.2103872569820515,2971,2971,2942,Enutifa,Agbzatu Central,Agbzatu State,0.9902804736726377,0.0,facility_nearby_adequately_staffed
W0156,Kuktidu,LGA037,14559,2144,Gridded population estimate 2024,0.3546609511686363,0.3546609511686363,0.1062635067004513,5164,5164,1547,Enutifa,Agbzatu Central,Agbzatu State,0.29961997888491676,0.0,facility_nearby_mixed_adequacy
W0089,Naslayi,LGA062,12625,1858,Gridded population estimate 2024,0.3823644571877928,0.2412995774154635,0.1434453560517648,4827,3046,1811,Katrini,Agbzatu Central,Agbzatu State,0.3751534781940093,0.3689278046652942,facility_nearby_mixed_adequacy
W0104,Irotsifa,LGA062,12906,2081,Projected 2026 from 2006 census,0.2890534149193163,0.2890534149193163,0.0949869239759565,3731,3731,1226,Katrini,Agbzatu Central,Agbzatu State,0.32861374082873324,0.0,facility_nearby_mixed_adequacy
W0109,Ekemari,LGA062,15014,2544,Projected 2026 from 2006 census,0.1339407705282548,0.1339407705282548,0.0811904705387346,2011,2011,1219,Katrini,Agbzatu Central,Agbzatu State,0.6061669663279075,0.0,facility_nearby_mixed_adequacy
W0121,Maldefa,LGA062,39423,7093,Projected 2026 from 2006 census,0.3044075039218075,0.3044075039218075,0.3033319972641566,12001,12001,11958,Katrini,Agbzatu Central,Agbzatu State,0.9964668851989695,0.0,facility_nearby_adequately_staffed
W0009,Gwobele,LGA090,22295,4039,Gridded population estimate 2024,0.0,0.0,0.0,0,0,0,Supsama-South,Agbzatu Central,Agbzatu State,,,no_facility_nearby
W0038,Zammasa,LGA090,11000,1920,Projected 2026 from 2006 census,0.5089521564146791,0.2531920678473221,0.1206019913219885,5598,2785,1327,Supsama-South,Agbzatu Central,Agbzatu State,0.23696135246104663,0.5025228508099123,facility_nearby_mixed_adequacy
W0047,Kuktsija,LGA090,25296,4603,Projected 2026 from 2006 census,0.2064259400431121,0.2064259400431121,0.1182534954790711,5222,5222,2991,Supsama-South,Agbzatu Central,Agbzatu State,0.5728616057379893,0.0,facility_nearby_mixed_adequacy
W0055,Tivjidu,LGA090,19187,2852,Gridded population estimate 2024,0.3088942329940507,0.3088942329940507,0.0,5927,5927,0,Supsama-South,Agbzatu Central,Agbzatu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0059,Malrama,LGA090,30305,5341,Gridded population estimate 2024,0.2957178007088834,0.2085671217458198,0.026856304483805,8962,6321,814,Supsama-South,Agbzatu Central,Agbzatu State,0.09081734146346988,0.2947089378933204,facility_nearby_confirmed_inadequate
W0060,Tammari,LGA090,14036,2490,Projected 2026 from 2006 census,0.140535848380844,0.0925414059302529,0.0925414059302529,1973,1299,1299,Supsama-South,Agbzatu Central,Agbzatu State,0.6584896807216837,0.3415103192783164,facility_nearby_mixed_adequacy
W0141,Zamlani,LGA052,57075,8559,Gridded population estimate 2024,0.6080673125587073,0.6080673125587073,0.1035923300150134,34705,34705,5913,Iromashi,Agbzatu Central,Agbzatu State,0.17036326057242526,0.0,facility_nearby_mixed_adequacy
W0142,Ngengoyi,LGA052,33913,5390,Gridded population estimate 2024,0.2007464588924712,0.2007464588924712,0.1632758532161312,6808,6808,5537,Iromashi,Agbzatu Central,Agbzatu State,0.8133436281612771,0.0,facility_nearby_adequately_staffed
W0147,Adenuru,LGA052,12873,2145,Projected 2026 from 2006 census,0.6157315003471373,0.6157315003471373,0.2606047797116914,7926,7926,3355,Iromashi,Agbzatu Central,Agbzatu State,0.42324418933377217,0.0,facility_nearby_mixed_adequacy
W0158,Tivzaba,LGA052,27855,4068,Projected 2026 from 2006 census,0.0933084419443419,0.0933084419443419,0.0625529359041925,2599,2599,1742,Iromashi,Agbzatu Central,Agbzatu State,0.6703888158533937,0.0,facility_nearby_mixed_adequacy
W0223,Lokngoko,LGA081,17616,2961,Gridded population estimate 2024,0.4180661461710248,0.4180661461710248,0.2218586701924037,7365,7365,3908,Oketsifa,Agbzatu South,Agbzatu State,0.530678391982604,0.0,facility_nearby_mixed_adequacy
W0224,Uzoluwo,LGA081,19272,2941,Projected 2026 from 2006 census,0.0110942183478131,0.0110942183478131,0.0110942183478131,214,214,214,Oketsifa,Agbzatu South,Agbzatu State,1.0,0.0,facility_nearby_adequately_staffed
W0236,Nasyowa,LGA081,15838,2924,Projected 2026 from 2006 census,0.1731205311906821,0.1731205311906821,0.1655992497425274,2742,2742,2623,Oketsifa,Agbzatu South,Agbzatu State,0.9565546535906221,0.0,facility_nearby_adequately_staffed
W0256,Kadmaja,LGA081,27456,4236,Projected 2026 from 2006 census,0.5124436947659866,0.5069609445823046,0.360461227897179,14070,13919,9897,Oketsifa,Agbzatu South,Agbzatu State,0.7034162612963514,0.010699224597125372,facility_nearby_mixed_adequacy
W0264,Wurnude,LGA081,52061,8286,Gridded population estimate 2024,0.1602977857326031,0.1300680178744504,0.1300680178744504,8345,6771,6771,Oketsifa,Agbzatu South,Agbzatu State,0.8114149380167999,0.18858506198320008,facility_nearby_adequately_staffed
W0267,Okekede,LGA081,18762,3202,Projected 2026 from 2006 census,0.6934893982875862,0.6934893982875862,0.1959242245598656,13011,13011,3676,Oketsifa,Agbzatu South,Agbzatu State,0.2825194228544168,0.0,facility_nearby_mixed_adequacy
W0271,Oludude,LGA081,9005,1362,Projected 2026 from 2006 census,0.6923513292182866,0.6634262341318636,0.3162392175641776,6235,5974,2848,Oketsifa,Agbzatu South,Agbzatu State,0.45676119076890337,0.041778059585848425,facility_nearby_mixed_adequacy
W0119,Joszayi,LGA019,72302,11359,Projected 2026 from 2006 census,0.4532662854901583,0.4532662854901583,0.3620877352993282,32772,32772,26180,Baungoshi,Agbzatu South,Agbzatu State,0.7988410938346531,0.0,facility_nearby_mixed_adequacy
W0125,Daishani,LGA019,9610,1633,Gridded population estimate 2024,0.0745034892214938,0.0745034892214938,0.0,716,716,0,Baungoshi,Agbzatu South,Agbzatu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0129,Ibashadu,LGA019,7693,1266,Projected 2026 from 2006 census,0.2682441745660291,0.2682441745660291,0.0,2064,2064,0,Baungoshi,Agbzatu South,Agbzatu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0167,Ekewafa,LGA009,44270,6729,Projected 2026 from 2006 census,0.2580367677014593,0.2580367677014593,0.2580367677014593,11423,11423,11423,Agbngoru,Agbzatu South,Agbzatu State,1.0,0.0,facility_nearby_adequately_staffed
W0178,Daijiwa,LGA009,10786,1957,Projected 2026 from 2006 census,0.4082790775948811,0.4082790775948811,0.3532653009717748,4404,4404,3810,Agbngoru,Agbzatu South,Agbzatu State,0.8652544799817191,0.0,facility_nearby_adequately_staffed
W0194,Enurita,LGA009,14421,2192,Gridded population estimate 2024,0.6772335506216061,0.6772335506216061,0.4445362660667331,9766,9766,6411,Agbngoru,Agbzatu South,Agbzatu State,0.6564002413328618,0.0,facility_nearby_mixed_adequacy
W0201,Ekekowo,LGA009,15984,2377,Gridded population estimate 2024,0.4233512099001876,0.4233512099001876,0.4233512099001876,6767,6767,6767,Agbngoru,Agbzatu South,Agbzatu State,1.0,0.0,facility_nearby_adequately_staffed
W0207,Malkori,LGA009,33013,5535,Gridded population estimate 2024,0.2090734543527306,0.2090734543527306,0.2090734543527306,6902,6902,6902,Agbngoru,Agbzatu South,Agbzatu State,1.0,0.0,facility_nearby_adequately_staffed
W0149,Katbeba,LGA025,22749,4201,Gridded population estimate 2024,0.1853079805031055,0.1853079805031055,0.1791637859789533,4216,4216,4076,Daishako,Agbzatu South,Agbzatu State,0.9668433355785816,0.0,facility_nearby_adequately_staffed
W0165,Funbaja,LGA025,21338,3535,Projected 2026 from 2006 census,0.3996087694782477,0.3996087694782477,0.0127322896207368,8527,8527,272,Daishako,Agbzatu South,Agbzatu State,0.03186188740892952,0.0,facility_nearby_confirmed_inadequate
W0175,Zamnawo,LGA025,21571,3190,Gridded population estimate 2024,0.1723212103130552,0.1723212103130552,0.0,3717,3717,0,Daishako,Agbzatu South,Agbzatu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0188,Wurnuri,LGA025,14815,2666,Gridded population estimate 2024,0.2083832331851768,0.2083832331851768,0.2083832331851769,3087,3087,3087,Daishako,Agbzatu South,Agbzatu State,1.0000000000000004,0.0,facility_nearby_adequately_staffed
W0205,Okelaja,LGA025,7963,1195,Gridded population estimate 2024,0.4260896082567876,0.4260896082567876,0.3509551545057015,3393,3393,2795,Daishako,Agbzatu South,Agbzatu State,0.8236651345277459,0.0,facility_nearby_adequately_staffed
W0140,Uzosafa,LGA017,25519,4665,Projected 2026 from 2006 census,0.6431831711220495,0.6431831711220495,0.2768687683167811,16413,16413,7065,Banngono,Agbzatu South,Agbzatu State,0.4304664374749987,0.0,facility_nearby_mixed_adequacy
W0163,Bankoyi,LGA017,9901,1780,Gridded population estimate 2024,0.2919711867157314,0.2919711867157314,0.0042447679573092,2891,2891,42,Banngono,Agbzatu South,Agbzatu State,0.014538311143153947,0.0,facility_nearby_confirmed_inadequate
W0166,Agbkota,LGA017,16828,2640,Projected 2026 from 2006 census,0.4490939817322367,0.4490939817322367,0.1045138390480051,7557,7557,1759,Banngono,Agbzatu South,Agbzatu State,0.23272153112557048,0.0,facility_nearby_mixed_adequacy
W0221,Kuktiwa,LGA101,10875,1908,Gridded population estimate 2024,0.2116253293014566,0.2116253293014566,0.052994645417016,2301,2301,576,Umumayi,Agbzatu South,Agbzatu State,0.25041730870280676,0.0,facility_nearby_mixed_adequacy
W0245,Banlumi,LGA101,17915,3063,Gridded population estimate 2024,0.3313261105990439,0.3313261105990439,0.2374836621232421,5936,5936,4255,Umumayi,Agbzatu South,Agbzatu State,0.7167671201459708,0.0,facility_nearby_mixed_adequacy
W0248,Nasnayi,LGA101,40002,6338,Gridded population estimate 2024,0.4928578756243541,0.492857875624354,0.162584418156812,19715,19715,6504,Umumayi,Agbzatu South,Agbzatu State,0.32988093768583787,2.2526230776341393e-16,facility_nearby_mixed_adequacy
W0253,Olulusa,LGA101,8113,1231,Projected 2026 from 2006 census,0.3852005109203347,0.2547620389934945,0.0895745732860046,3125,2067,727,Umumayi,Agbzatu South,Agbzatu State,0.23254012065557716,0.3386248673845006,facility_nearby_mixed_adequacy
W0273,Hanlushi,LGA101,7093,1168,Projected 2026 from 2006 census,0.0324997452624329,0.0324997452624329,0.0,231,231,0,Umumayi,Agbzatu South,Agbzatu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0279,Kuklasa,LGA101,57352,9814,Gridded population estimate 2024,0.1922712270556988,0.1922712270556988,0.0,11027,11027,0,Umumayi,Agbzatu South,Agbzatu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0179,Yelrari,LGA079,8241,1480,Gridded population estimate 2024,0.2758908580363317,0.2530998074828436,0.2513776283029522,2274,2086,2072,Ngetija,Agbzatu South,Agbzatu State,0.9111488147601057,0.0826089371561806,facility_nearby_adequately_staffed
W0202,Sokmimi,LGA079,27319,4807,Gridded population estimate 2024,0.3074361574285613,0.3074361574285613,0.1418769123884384,8399,8399,3876,Ngetija,Agbzatu South,Agbzatu State,0.46148414544052524,0.0,facility_nearby_mixed_adequacy
W0209,Ibatsiba,LGA079,17038,2981,Gridded population estimate 2024,0.0708708738674584,0.0708708738674584,0.0,1207,1207,0,Ngetija,Agbzatu South,Agbzatu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0213,Enuyona,LGA079,48741,7086,Projected 2026 from 2006 census,0.5568726293157086,0.471739241287006,0.193055777919718,27143,22993,9410,Ngetija,Agbzatu South,Agbzatu State,0.3466785181324985,0.15287766635849107,facility_nearby_mixed_adequacy
W0222,Yobbeko,LGA079,22786,3829,Gridded population estimate 2024,0.5180301057544598,0.5180301057544598,0.3885848197837366,11804,11804,8854,Ngetija,Agbzatu South,Agbzatu State,0.7501201483604917,0.0,facility_nearby_mixed_adequacy
W0296,Umukeshi,LGA100,35733,5585,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0,Tivsano-North,Tivbetu North,Tivbetu State,,,no_facility_nearby
W0315,Ibazawa,LGA100,25866,4297,Projected 2026 from 2006 census,0.4834448747441885,0.2505024124870144,0.1600975243559179,12505,6479,4141,Tivsano-North,Tivbetu North,Tivbetu State,0.3311598337672571,0.4818387254191784,facility_nearby_mixed_adequacy
W0318,Olumaru,LGA100,27417,5009,Gridded population estimate 2024,0.1684273461183018,0.1032347486580243,0.0,4618,2830,0,Tivsano-North,Tivbetu North,Tivbetu State,0.0,0.38706658367986646,facility_nearby_confirmed_inadequate
W0323,Uzojili,LGA100,24087,4102,Gridded population estimate 2024,0.3041786515823573,0.3041786515823573,0.0,7327,7327,0,Tivsano-North,Tivbetu North,Tivbetu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0324,Shabafa,LGA100,12347,2159,Gridded population estimate 2024,0.3195346548975203,0.2358363668785464,0.2358363668785464,3945,2912,2912,Tivsano-North,Tivbetu North,Tivbetu State,0.7380619387095361,0.26193806129046393,facility_nearby_mixed_adequacy
W0325,Funbayi,LGA100,25799,3863,Projected 2026 from 2006 census,0.4118577765703283,0.3772110187299635,0.3720077679948004,10626,9732,9597,Tivsano-North,Tivbetu North,Tivbetu State,0.9032432775523345,0.08412311193655116,facility_nearby_adequately_staffed
W0334,Riyzama,LGA100,28179,5032,Gridded population estimate 2024,0.5948132424734807,0.5948132424734807,0.2238543292454117,16761,16761,6308,Tivsano-North,Tivbetu North,Tivbetu State,0.37634388957873965,0.0,facility_nearby_mixed_adequacy
W0341,Umunuta,LGA100,9135,1485,Gridded population estimate 2024,0.3396944482403785,0.271358299280312,0.1851108596392869,3103,2479,1691,Tivsano-North,Tivbetu North,Tivbetu State,0.5449334264900809,0.20116946071402864,facility_nearby_mixed_adequacy
