ward_code,ward_name,lga_code,total_population,population_under5,population_source,pct_pop_any_facility,pct_pop_scored_facility,pct_pop_adequate_facility,pop_any_facility,pop_scored_facility,pop_adequate_facility
W0201,Ekekowo,LGA009,15984,2377,Gridded population estimate 2024,0.42335120990018765,0.42335120990018765,0.42335120990018765,6767,6767,6767
W0207,Malkori,LGA009,33013,5535,Gridded population estimate 2024,0.20907345435273064,0.20907345435273064,0.20907345435273064,6902,6902,6902
W0149,Katbeba,LGA025,22749,4201,Gridded population estimate 2024,0.18530798050310557,0.18530798050310557,0.17916378597895338,4216,4216,4076
W0165,Funbaja,LGA025,21338,3535,Projected 2026 from 2006 census,0.39960876947824775,0.39960876947824775,0.012732289620736876,8527,8527,272
W0175,Zamnawo,LGA025,21571,3190,Gridded population estimate 2024,0.17232121031305528,0.17232121031305528,0.0,3717,3717,0
W0188,Wurnuri,LGA025,14815,2666,Gridded population estimate 2024,0.20838323318517687,0.20838323318517687,0.20838323318517699,3087,3087,3087
W0205,Okelaja,LGA025,7963,1195,Gridded population estimate 2024,0.42608960825678766,0.42608960825678766,0.3509551545057015,3393,3393,2795
W0140,Uzosafa,LGA017,25519,4665,Projected 2026 from 2006 census,0.6431831711220495,0.6431831711220495,0.27686876831678114,16413,16413,7065
W0163,Bankoyi,LGA017,9901,1780,Gridded population estimate 2024,0.29197118671573147,0.29197118671573147,0.004244767957309256,2891,2891,42
W0166,Agbkota,LGA017,16828,2640,Projected 2026 from 2006 census,0.4490939817322367,0.4490939817322367,0.10451383904800511,7557,7557,1759
W0221,Kuktiwa,LGA101,10875,1908,Gridded population estimate 2024,0.2116253293014566,0.2116253293014566,0.05299464541701605,2301,2301,576
W0245,Banlumi,LGA101,17915,3063,Gridded population estimate 2024,0.33132611059904393,0.33132611059904393,0.23748366212324218,5936,5936,4255
W0248,Nasnayi,LGA101,40002,6338,Gridded population estimate 2024,0.4928578756243541,0.49285787562435407,0.162584418156812,19715,19715,6504
W0253,Olulusa,LGA101,8113,1231,Projected 2026 from 2006 census,0.3852005109203347,0.25476203899349453,0.08957457328600463,3125,2067,727
W0273,Hanlushi,LGA101,7093,1168,Projected 2026 from 2006 census,0.032499745262432926,0.032499745262432926,0.0,231,231,0
W0279,Kuklasa,LGA101,57352,9814,Gridded population estimate 2024,0.19227122705569882,0.19227122705569882,0.0,11027,11027,0
W0179,Yelrari,LGA079,8241,1480,Gridded population estimate 2024,0.2758908580363317,0.2530998074828436,0.25137762830295224,2274,2086,2072
W0202,Sokmimi,LGA079,27319,4807,Gridded population estimate 2024,0.30743615742856134,0.30743615742856134,0.1418769123884384,8399,8399,3876
W0209,Ibatsiba,LGA079,17038,2981,Gridded population estimate 2024,0.07087087386745843,0.07087087386745843,0.0,1207,1207,0
W0213,Enuyona,LGA079,48741,7086,Projected 2026 from 2006 census,0.5568726293157086,0.471739241287006,0.193055777919718,27143,22993,9410
W0222,Yobbeko,LGA079,22786,3829,Gridded population estimate 2024,0.5180301057544598,0.5180301057544598,0.38858481978373666,11804,11804,8854
W0296,Umukeshi,LGA100,35733,5585,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0
W0315,Ibazawa,LGA100,25866,4297,Projected 2026 from 2006 census,0.48344487474418857,0.2505024124870144,0.1600975243559179,12505,6479,4141
W0318,Olumaru,LGA100,27417,5009,Gridded population estimate 2024,0.16842734611830187,0.10323474865802433,0.0,4618,2830,0
W0323,Uzojili,LGA100,24087,4102,Gridded population estimate 2024,0.3041786515823573,0.30417865158235735,0.0,7327,7327,0
W0324,Shabafa,LGA100,12347,2159,Gridded population estimate 2024,0.3195346548975203,0.23583636687854648,0.23583636687854648,3945,2912,2912
W0325,Funbayi,LGA100,25799,3863,Projected 2026 from 2006 census,0.41185777657032835,0.37721101872996354,0.37200776799480045,10626,9732,9597
W0334,Riyzama,LGA100,28179,5032,Gridded population estimate 2024,0.5948132424734807,0.5948132424734807,0.22385432924541174,16761,16761,6308
W0341,Umunuta,LGA100,9135,1485,Gridded population estimate 2024,0.33969444824037853,0.271358299280312,0.18511085963928695,3103,2479,1691
W0359,Bansawa,LGA100,27874,4691,Projected 2026 from 2006 census,0.13843955711628572,0.13843955711628572,0.1252109448845486,3859,3859,3490
W0242,Birngoko,LGA012,31901,5179,Gridded population estimate 2024,0.4218311322511756,0.4218311322511756,0.14525663094519684,13457,13457,4634
W0254,Eketiyi,LGA012,8363,1463,Gridded population estimate 2024,0.4556068084595075,0.4556068084595075,0.0,3810,3810,0
W0255,Kukbeja,LGA012,20506,3403,Projected 2026 from 2006 census,0.6697462752788506,0.6697462752788506,0.33976022590083355,13734,13734,6967
W0263,Zamlama,LGA012,30745,5289,Projected 2026 from 2006 census,0.18054172177299788,0.18054172177299788,0.0,5551,5551,0
W0294,Yeltiko,LGA012,44690,6712,Gridded population estimate 2024,0.45956885988541735,0.3040575079841647,0.016959744646029618,20538,13588,758
W0241,Banluba,LGA021,12363,1821,Projected 2026 from 2006 census,0.7186774260691777,0.7186774260691777,0.0,8885,8885,0
W0244,Yobnadu,LGA021,39891,6419,Gridded population estimate 2024,0.3389285056516773,0.3389285056516773,0.1257827615980378,13520,13520,5018
W0272,Bannasa,LGA021,6751,1232,Projected 2026 from 2006 census,0.22264652608626456,0.22264652608626456,0.21728724926926632,1503,1503,1467
W0287,Banngotu,LGA021,18583,2855,Projected 2026 from 2006 census,0.2640425214174641,0.2640425214174641,0.19497896605796333,4907,4907,3623
W0298,Adetsile,LGA021,26085,4743,Projected 2026 from 2006 census,0.5235021376065877,0.5235021376065877,0.12421794280745782,13656,13656,3240
W0304,Nasbayi,LGA013,12467,2031,Projected 2026 from 2006 census,0.536433230844831,0.536433230844831,0.34772065470738855,6688,6688,4335
W0317,Lokkoko,LGA013,12865,2197,Projected 2026 from 2006 census,0.07272427383528125,0.07272427383528125,0.05559265188875645,936,936,715
W0326,Supbena,LGA013,64897,9417,Projected 2026 from 2006 census,0.46241304123470334,0.46241304123470334,0.24290092850967213,30009,30009,15764
W0332,Ibarima,LGA013,5481,873,Gridded population estimate 2024,0.4962950646630469,0.4962950646630469,0.40389576229575064,2720,2720,2214
W0340,Ekengomi,LGA013,17469,2663,Projected 2026 from 2006 census,0.10634954773829836,0.10634954773829836,0.07766351974018428,1858,1858,1357
W0348,Kukmatu,LGA045,24631,4308,Projected 2026 from 2006 census,0.4691982861281732,0.3521029105828575,0.34819882793783985,11557,8673,8576
W0366,Ngebana,LGA045,9780,1757,Projected 2026 from 2006 census,0.5050961351332153,0.4691921171410985,0.46814302405919583,4940,4589,4578
W0379,Birnuta,LGA045,22064,3415,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0
W0385,Duttiri,LGA045,41492,7184,Projected 2026 from 2006 census,0.45691372096234795,0.45691372096234795,0.17083530014120873,18958,18958,7088
W0386,Birngowa,LGA045,14935,2697,Projected 2026 from 2006 census,0.06651215320749204,0.06651215320749204,0.0280978687199352,993,993,420
W0362,Ekebewa,LGA103,15624,2710,Projected 2026 from 2006 census,0.2490804214194492,0.23825105502852734,0.056290622168557576,3892,3722,879
W0374,Duttsita,LGA103,15589,2528,Projected 2026 from 2006 census,0.39041363298263665,0.14698283314278643,0.14252053074737836,6086,2291,2222
W0376,Yelwana,LGA103,15857,2299,Projected 2026 from 2006 census,0.4013099440898957,0.4013099440898957,0.03293543415713839,6364,6364,522
W0401,Supmita,LGA103,15361,2531,Projected 2026 from 2006 census,0.2373981431421373,0.22930253931721134,0.21117609431668521,3647,3522,3244
W0407,Yelnuba,LGA103,22891,3582,Projected 2026 from 2006 census,0.5009949226683891,0.5009949226683891,0.3176201924595256,11468,11468,7271
W0408,Okedesa,LGA103,9769,1615,Projected 2026 from 2006 census,0.2658023307551423,0.16685341347055133,0.12495605222723424,2597,1630,1221
W0260,Banmiru,LGA014,23563,4238,Projected 2026 from 2006 census,0.1598431411048833,0.1598431411048833,0.033577024900517366,3766,3766,791
W0274,Joskodu,LGA014,18151,2747,Gridded population estimate 2024,0.31514500191137845,0.31514500191137845,0.018390354067912156,5720,5720,334
W0289,Tivbata,LGA014,11737,1943,Projected 2026 from 2006 census,0.26630938755853445,0.26630938755853445,0.2346273487447912,3126,3126,2754
W0200,Jostiko,LGA068,5416,870,Projected 2026 from 2006 census,0.41329675382750236,0.41329675382750236,0.2113086075250616,2238,2238,1144
W0218,Ekebemi,LGA068,17471,2847,Gridded population estimate 2024,0.5836513472604504,0.5836513472604504,0.3092663139208248,10197,10197,5403
W0233,Agbderu,LGA068,7974,1468,Projected 2026 from 2006 census,0.2962570127084403,0.2962570127084403,0.0,2362,2362,0
W0234,Hanbafa,LGA068,30099,4494,Gridded population estimate 2024,0.5235966474333033,0.5235966474333033,0.2893653881263606,15760,15760,8710
W0195,Sokdushi,LGA089,30349,5243,Gridded population estimate 2024,0.21669077250585184,0.21669077250585184,0.04914913643770148,6576,6576,1492
W0206,Birtima,LGA089,32564,5971,Projected 2026 from 2006 census,0.652030437455288,0.38474896044401846,0.3279935932717877,21233,12529,10681
W0227,Kukngowa,LGA089,14415,2543,Gridded population estimate 2024,0.3657389908270507,0.3657389908270507,0.3634351469974227,5272,5272,5239
W0235,Olukoko,LGA089,4374,786,Gridded population estimate 2024,0.2595798772766655,0.2595798772766655,0.2291362139091478,1135,1135,1002
W0120,Ngemima,LGA048,41942,6135,Projected 2026 from 2006 census,0.3096410110435334,0.3096410110435334,0.20135605869829284,12987,12987,8445
W0133,Oluyoko,LGA048,15374,2340,Projected 2026 from 2006 census,0.43421400582524494,0.43421400582524494,0.17822357762324614,6676,6676,2740
W0148,Loksafa,LGA048,8309,1490,Projected 2026 from 2006 census,0.34699411946365033,0.34699411946365033,0.04693301780272797,2883,2883,390
W0159,Dutsaba,LGA048,12352,1824,Projected 2026 from 2006 census,0.21774966130624362,0.21774966130624362,0.20363077200963253,2690,2690,2515
W0162,Gwolude,LGA048,56819,9726,Projected 2026 from 2006 census,0.1940848253734214,0.1940848253734214,0.17547988909409046,11028,11028,9971
W0172,Yelwari,LGA030,32472,5890,Projected 2026 from 2006 census,0.43835171534451645,0.43835171534451645,0.3873660909946221,14234,14234,12579
W0174,Ademano,LGA030,6556,1094,Gridded population estimate 2024,0.0008362548268596765,0.0008362548268596765,0.0008362548268596765,5,5,5
W0186,Adewadu,LGA030,8052,1257,Gridded population estimate 2024,0.4868874546992552,0.38351518980507565,0.38351518980507576,3920,3088,3088
W0203,Fundeko,LGA030,40619,6982,Projected 2026 from 2006 census,0.3945733875707661,0.3945733875707661,0.3945733875707661,16027,16027,16027
W0215,Josmita,LGA030,20812,3542,Projected 2026 from 2006 census,0.4299105192951768,0.3335659139968249,0.2511515328503828,8947,6942,5227
W0226,Ngeyomi,LGA030,35645,5691,Projected 2026 from 2006 census,0.027823001721162605,0.027823001721162605,0.0,992,992,0
W0229,Soknari,LGA030,33580,6063,Projected 2026 from 2006 census,0.161804579249505,0.161804579249505,0.161804579249505,5433,5433,5433
W0238,Ngemafa,LGA030,10716,1857,Projected 2026 from 2006 census,0.11874109649634973,0.11719589311018572,0.0,1272,1256,0
W0230,Wurjino,LGA054,21536,3377,Gridded population estimate 2024,0.41609632554439985,0.41609632554439985,0.028294199204713592,8961,8961,609
W0231,Funmidu,LGA054,53205,8132,Gridded population estimate 2024,0.5073507758446777,0.5073507758446777,0.35788711751186664,26994,26994,19041
W0232,Tivzana,LGA054,15635,2575,Gridded population estimate 2024,0.5291617535457097,0.5291617535457097,0.33930519361932254,8273,8273,5305
W0237,Soksani,LGA054,37864,5643,Projected 2026 from 2006 census,0.6085544873271981,0.6085544873271981,0.17227202180737003,23042,23042,6523
W0251,Yelzafa,LGA054,64890,9790,Gridded population estimate 2024,0.5182797104786764,0.5182797104786764,0.24205906592178184,33631,33631,15707
W0262,Banshako,LGA054,21735,3996,Projected 2026 from 2006 census,0.5785788998691169,0.5785788998691169,0.0,12575,12575,0
W0146,Riyjiwo,LGA080,43412,7310,Projected 2026 from 2006 census,0.4748570535578042,0.4748570535578042,0.192222144427647,20614,20614,8345
W0153,Eketsishi,LGA080,37573,6676,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0
W0173,Enuzale,LGA080,24688,3756,Projected 2026 from 2006 census,0.04188924809534715,0.04188924809534715,0.006163507789805372,1034,1034,152
W0182,Ekesana,LGA080,3372,592,Gridded population estimate 2024,0.19708593443947564,0.19708593443947564,0.19708593443947564,665,665,665
W0144,Hanlashi,LGA007,38731,6298,Projected 2026 from 2006 census,0.15591819679157728,0.15591819679157728,0.02863363980947203,6039,6039,1109
W0160,Katlatu,LGA007,37198,6854,Gridded population estimate 2024,0.20023991705138186,0.10810940547239302,0.0,7449,4021,0
W0183,Daikema,LGA007,22175,3692,Projected 2026 from 2006 census,0.30891780945586367,0.3089178094558636,0.11261530418499507,6850,6850,2497
W0192,Duttsija,LGA007,26154,4454,Gridded population estimate 2024,0.38065966382532707,0.38065966382532707,0.21544394343228634,9956,9956,5635
W0168,Shatsiru,LGA053,30322,5296,Projected 2026 from 2006 census,0.5055648100977775,0.5055648100977775,0.29127709824446407,15330,15330,8832
W0190,Katduna,LGA053,19158,3251,Projected 2026 from 2006 census,0.1725632796899149,0.1725632796899149,0.1725632796899149,3306,3306,3306
W0199,Ekekena,LGA053,58641,9530,Projected 2026 from 2006 census,0.7474127501292818,0.549371015682168,0.23728785679122083,43829,32216,13915
W0204,Josnata,LGA053,17791,2921,Projected 2026 from 2006 census,0.2575622846276484,0.2575622846276484,0.17562654780903927,4582,4582,3125
W0210,Riyshawa,LGA053,19364,2855,Projected 2026 from 2006 census,0.5490458007270552,0.5490458007270552,0.18989495904844797,10632,10632,3677
W0220,Shabani,LGA053,17795,2597,Projected 2026 from 2006 census,0.5852864802933069,0.5852864802933069,0.2587568867281757,10415,10415,4605
W0211,Daideno,LGA096,15540,2504,Projected 2026 from 2006 census,0.45712378478402566,0.45712378478402566,0.20782919883037373,7104,7104,3230
W0217,Enurawo,LGA096,28796,4281,Projected 2026 from 2006 census,0.19802556495394913,0.19802556495394913,0.0,5702,5702,0
W0219,Iroshaba,LGA096,10791,1931,Projected 2026 from 2006 census,0.05263196353378607,0.05263196353378607,0.0,568,568,0
W0091,Yobzade,LGA024,37811,6364,Gridded population estimate 2024,0.24000141756744583,0.24000141756744583,0.24000141756744583,9075,9075,9075
W0106,Supsani,LGA024,33198,5916,Projected 2026 from 2006 census,0.7474383794996691,0.7073657907233006,0.283627600556827,24813,23483,9416
W0118,Hanradu,LGA024,31076,5386,Projected 2026 from 2006 census,0.4872295447983391,0.4872295447983391,0.2783028341888853,15141,15141,8649
W0132,Ibangoja,LGA024,5079,776,Gridded population estimate 2024,0.0,0.0,0.0,0,0,0
W0145,Gwokemi,LGA024,30630,5641,Gridded population estimate 2024,0.2619386328541552,0.26193863285415514,0.0,8023,8023,0
W0321,Katriwa,LGA057,25144,4134,Projected 2026 from 2006 census,0.4924379855718105,0.4924379855718105,0.4202165675646803,12382,12382,10566
W0322,Hanluri,LGA057,46058,7796,Projected 2026 from 2006 census,0.4648220607895822,0.3679779443104117,0.0705571290194646,21409,16948,3250
W0336,Birmishi,LGA057,27622,4470,Gridded population estimate 2024,0.27489334535487925,0.27489334535487925,0.27489334535487925,7593,7593,7593
W0344,Wurzafa,LGA057,28466,4595,Projected 2026 from 2006 census,0.34704578833677135,0.34704578833677135,0.09374780719862147,9879,9879,2669
W0337,Okeluwo,LGA093,60422,9242,Gridded population estimate 2024,0.40020638525203994,0.4001563397863248,0.0,24181,24178,0
W0346,Yobnuma,LGA093,5421,799,Gridded population estimate 2024,0.19387995488961302,0.10479252274088088,0.07161662440630201,1051,568,388
W0365,Ibayoja,LGA093,22597,3754,Projected 2026 from 2006 census,0.763745228710484,0.622859940417815,0.22671967276845975,17258,14075,5123
W0388,Hanraru,LGA093,36907,5874,Gridded population estimate 2024,0.4943304743589318,0.4943304743589318,0.29157271976333426,18244,18244,10761
W0399,Katduba,LGA093,17739,2807,Projected 2026 from 2006 census,0.36745483976684806,0.36745483976684806,0.2729459631839737,6518,6518,4842
W0268,Ekemiwa,LGA049,19759,3300,Gridded population estimate 2024,0.3488914189068956,0.3488914189068956,0.2857350499342742,6894,6894,5646
W0291,Katnule,LGA049,18324,2845,Projected 2026 from 2006 census,0.3864808921840701,0.28554836579900034,0.03193074239116498,7082,5232,585
W0292,Funrashi,LGA049,34336,5582,Projected 2026 from 2006 census,0.19401976052223482,0.07884901834852985,0.07884901834852985,6662,2707,2707
W0300,Tivtimi,LGA049,28943,4887,Projected 2026 from 2006 census,0.3483600432807538,0.24444386968769377,0.24111984442495232,10083,7075,6979
W0312,Banrani,LGA049,9841,1715,Gridded population estimate 2024,0.4680892788159487,0.46497786999276847,0.13539482629239108,4606,4576,1332
W0349,Tivshana,LGA042,9478,1571,Projected 2026 from 2006 census,0.6483655223635969,0.6483655223635969,0.378851559173736,6145,6145,3591
W0357,Tivdeli,LGA042,5469,800,Gridded population estimate 2024,0.8026712442989498,0.5887949380499521,0.4711561046494182,4390,3220,2577
W0361,Sokyowa,LGA042,23511,3518,Projected 2026 from 2006 census,0.5143354422474182,0.46656709302724486,0.253722179583966,12093,10969,5965
W0364,Katbeno,LGA042,9987,1613,Projected 2026 from 2006 census,0.4090414906042345,0.37097335059881886,0.09469247743996313,4085,3705,946
W0375,Zamwari,LGA042,24345,4005,Projected 2026 from 2006 census,0.4272552863008582,0.4272552863008582,0.2930427966317153,10402,10402,7134
W0384,Daimako,LGA042,8679,1375,Projected 2026 from 2006 census,0.32906393422619956,0.061861917663593106,0.0,2856,537,0
W0387,Baunata,LGA042,25729,4186,Projected 2026 from 2006 census,0.2569086167961333,0.2552987473629293,0.019082630723660596,6610,6569,491
W0269,Shayona,LGA084,39946,6008,Projected 2026 from 2006 census,0.30871471696005287,0.30871471696005287,0.1752542794760807,12332,12332,7001
W0270,Ngeduru,LGA084,40580,6791,Projected 2026 from 2006 census,0.4809215381063835,0.4809215381063835,0.2891147484347272,19516,19516,11732
W0284,Okemishi,LGA084,27389,4357,Projected 2026 from 2006 census,0.31735843778161704,0.31735843778161704,0.20108920190764418,8692,8692,5508
W0285,Kukrali,LGA084,28554,4691,Projected 2026 from 2006 census,0.36271712384758714,0.3419473747850586,0.3419473747850586,10357,9764,9764
W0301,Agbsama,LGA084,24268,3606,Gridded population estimate 2024,0.36726047497081704,0.36726047497081704,0.1891169930446903,8913,8913,4589
W0305,Yobbana,LGA084,7990,1262,Projected 2026 from 2006 census,0.4095489141723326,0.4053896678289392,0.0657439489884963,3272,3239,525
W0228,Yeldule,LGA072,30843,4790,Projected 2026 from 2006 census,0.7161461851939609,0.7161461851939609,0.595247250829675,22088,22088,18359
W0250,Soknudu,LGA072,10680,1795,Projected 2026 from 2006 census,0.3107155531995441,0.3107155531995441,0.012942441190702701,3318,3318,138
W0252,Shawaba,LGA072,16640,3059,Gridded population estimate 2024,0.146518942146475,0.09334074089424571,0.06785459892252384,2438,1553,1129
W0276,Ngewama,LGA072,8984,1304,Projected 2026 from 2006 census,0.04764078807553635,0.027745192536206168,0.0,428,249,0
W0277,Okenatu,LGA072,6289,924,Gridded population estimate 2024,0.48339823215698074,0.48339823215698063,0.48339823215698086,3040,3040,3040
W0290,Dutrama,LGA002,16813,3036,Projected 2026 from 2006 census,0.5838796192147283,0.5838796192147283,0.27252321569309507,9817,9817,4582
W0350,Ekenushi,LGA002,24459,3750,Gridded population estimate 2024,0.42788838330379,0.42788838330379,0.19706563552575498,10466,10466,4820
W0372,Sokshano,LGA002,18801,2800,Projected 2026 from 2006 census,0.6600007269961647,0.6600007269961647,0.42161318252475266,12409,12409,7927
W0373,Ngeluli,LGA002,16604,2928,Gridded population estimate 2024,0.631127890081882,0.631127890081882,0.6307590403012581,10479,10479,10473
W0397,Ibangoba,LGA099,17016,3113,Projected 2026 from 2006 census,0.10571123348540529,0.10571123348540529,0.0,1799,1799,0
W0416,Agbkoli,LGA099,63483,11133,Gridded population estimate 2024,0.28074775443079814,0.28074775443079814,0.06721953052068855,17823,17823,4267
W0427,Katdeno,LGA099,64470,9430,Projected 2026 from 2006 census,0.5716751361053002,0.49087488991220113,0.2682063604897276,36856,31647,17291
W0438,Maldule,LGA099,89130,13587,Gridded population estimate 2024,0.8901099761277862,0.8901099761277862,0.7451319243775845,79336,79336,66414
W0457,Zambema,LGA099,144693,26236,Projected 2026 from 2006 census,0.34740381966098216,0.18166141281114925,0.18166141281114925,50267,26285,26285
W0363,Ibalana,LGA028,67969,11837,Projected 2026 from 2006 census,0.3417992775941304,0.3417992775941304,0.2798995685949049,23232,23232,19024
W0369,Tivyoyi,LGA028,12654,2072,Gridded population estimate 2024,0.31909733019471265,0.31909733019471265,0.3190280726901574,4038,4038,4037
W0378,Katbaru,LGA028,66556,9690,Gridded population estimate 2024,0.6273608956475967,0.62187803883613,0.62187803883613,41755,41390,41390
W0396,Katmana,LGA028,108552,18540,Projected 2026 from 2006 census,0.41655854718635377,0.41655854718635377,0.3183949218265942,45218,45218,34562
W0308,Uzodumi,LGA006,56649,8954,Gridded population estimate 2024,0.5810289870606836,0.4819158942200124,0.47119520574217205,32915,27300,26693
W0311,Uzotsiru,LGA006,17315,3078,Gridded population estimate 2024,0.5983720276565161,0.40487131575326646,0.2494863560377647,10361,7010,4320
W0320,Enumitu,LGA006,62751,9137,Projected 2026 from 2006 census,0.7031045835663198,0.7031045835663198,0.5348339360426658,44121,44121,33561
W0331,Daitsitu,LGA006,66951,9983,Projected 2026 from 2006 census,0.5766038124554574,0.5486882771706465,0.15653622870152112,38604,36735,10480
W0381,Bausako,LGA076,165631,28205,Projected 2026 from 2006 census,0.5105425839431248,0.24241747932780866,0.14541200492366163,84562,40152,24085
W0404,Kuknadu,LGA076,28978,5337,Projected 2026 from 2006 census,0.5656098754796269,0.41757717854487647,0.27018039522236414,16390,12101,7829
W0415,Birbele,LGA076,54096,9626,Projected 2026 from 2006 census,0.40656870296482095,0.36193445897536863,0.13565908426973902,21994,19579,7339
W0418,Banwama,LGA076,63469,11492,Gridded population estimate 2024,0.4164791133846801,0.37422532066918934,0.1612963916213717,26434,23752,10237
W0330,Daiyona,LGA094,100817,17826,Gridded population estimate 2024,0.7143603355334617,0.7143603355334617,0.4663361731264543,72020,72020,47015
W0333,Riylale,LGA094,45323,7809,Gridded population estimate 2024,0.7319312750991201,0.4829931836707024,0.20884746108590116,33173,21891,9466
W0351,Duttsisa,LGA094,20255,3577,Projected 2026 from 2006 census,0.27906610712572527,0.27906610712572527,0.07608501339003487,5652,5652,1541
W0352,Kukjino,LGA094,238099,41681,Gridded population estimate 2024,0.209971468610529,0.10798988961418908,0.10784249623004298,49994,25712,25677
W0355,Uzosawo,LGA094,81645,13881,Gridded population estimate 2024,0.7317144051624667,0.7317144051624667,0.6082027584089574,59741,59741,49657
W0370,Agbnana,LGA094,68830,11728,Projected 2026 from 2006 census,0.24688349582161084,0.24688349582161084,0.16661075160293792,16993,16993,11468
W0382,Bantsiko,LGA094,171413,27404,Gridded population estimate 2024,0.2809693519509041,0.2809693519509041,0.2809693519509041,48162,48162,48162
W0307,Banlama,LGA075,66320,12156,Projected 2026 from 2006 census,0.5503405673485376,0.5503405673485376,0.5017063191544817,36499,36499,33273
W0313,Riymano,LGA075,134531,24673,Projected 2026 from 2006 census,0.5863004981101521,0.5625425101190942,0.4518297861463735,78876,75679,60785
W0339,Uzorimi,LGA075,47819,7749,Projected 2026 from 2006 census,0.49846995613823114,0.09430954251242432,0.047132966228922275,23836,4510,2254
W0342,Ngemiyi,LGA075,173629,27558,Gridded population estimate 2024,0.5200020578658429,0.4607007756089205,0.16120505141232477,90287,79991,27990
W0356,Daitisa,LGA075,57444,8377,Projected 2026 from 2006 census,0.33757442492239625,0.3236955489931093,0.15740159677972984,19392,18594,9042
W0358,Ekesasa,LGA075,50681,9065,Projected 2026 from 2006 census,0.23386737107114644,0.22232410483580253,0.17097938464097368,11853,11268,8665
W0398,Gwobako,LGA075,114383,20259,Projected 2026 from 2006 census,0.4174024424575145,0.4174024424575145,0.06045816237705649,47744,47744,6915
W0520,Yelbeba,LGA095,21297,3456,Projected 2026 from 2006 census,0.5729579499813126,0.47481927793335066,0.47389203751226944,12202,10112,10092
W0523,Riynaja,LGA095,2417,430,Projected 2026 from 2006 census,0.22674419304639137,0.07581962163623673,0.052612541236172844,548,183,127
W0537,Ngesana,LGA095,9976,1799,Projected 2026 from 2006 census,0.43406081267908797,0.43406081267908797,0.31231228539114664,4330,4330,3116
W0571,Uzoyodu,LGA095,41393,6855,Projected 2026 from 2006 census,0.7258065463498842,0.7082912134631962,0.26233408153740284,30043,29318,10859
W0464,Tamnuta,LGA033,36744,5704,Gridded population estimate 2024,0.08396106074477891,0.012328322458028429,0.0,3085,453,0
W0465,Gwokoma,LGA033,9433,1447,Projected 2026 from 2006 census,0.3163398638131315,0.3163398638131315,0.028926033442505376,2984,2984,273
W0468,Supmija,LGA033,26377,3832,Projected 2026 from 2006 census,0.11260388614248208,0.11260388614248208,0.11251411490217007,2970,2970,2968
W0482,Banmide,LGA033,23841,3968,Gridded population estimate 2024,0.23112527757402307,0.23112527757402307,0.019232924247586405,5510,5510,459
W0492,Adetsiko,LGA033,7474,1352,Gridded population estimate 2024,0.17401255548515793,0.17401255548515793,0.0,1301,1301,0
W0417,Daizana,LGA026,18366,2762,Gridded population estimate 2024,0.46021131367692875,0.46021131367692875,0.07650600392783438,8452,8452,1405
W0431,Adekede,LGA026,7815,1274,Projected 2026 from 2006 census,0.2529586780451062,0.2529586780451062,0.08744759911312291,1977,1977,683
W0439,Daideli,LGA026,18937,2996,Projected 2026 from 2006 census,0.3959949175456671,0.3959949175456671,0.12193447495015765,7499,7499,2309
W0443,Supngotu,LGA026,34129,5714,Projected 2026 from 2006 census,0.45679148963628713,0.4360235254437063,0.08152105354547821,15590,14881,2782
W0452,Adewano,LGA026,7444,1244,Projected 2026 from 2006 census,0.47624485641661524,0.47624485641661524,0.16898119244121132,3545,3545,1258
W0453,Adetsidu,LGA026,12736,1950,Projected 2026 from 2006 census,0.39255801514493316,0.3855706731564255,0.30675263859534446,5000,4911,3907
W0470,Funyofa,LGA111,9560,1494,Projected 2026 from 2006 census,0.3278197895584088,0.3278197895584088,0.1283070616293574,3134,3134,1227
W0476,Yobngole,LGA111,35002,5613,Projected 2026 from 2006 census,0.07584858948948925,0.07584858948948925,0.07352148136364205,2655,2655,2573
W0484,Tivlano,LGA111,45422,7802,Gridded population estimate 2024,0.3027803956420964,0.12968270117589903,0.12648218436377656,13753,5890,5745
W0489,Ngemili,LGA111,6567,1121,Projected 2026 from 2006 census,0.35573564610126596,0.35573564610126596,0.21219931559134844,2336,2336,1394
W0490,Zamdena,LGA111,23066,4084,Gridded population estimate 2024,0.39767074235618993,0.39767074235618993,0.031721904952468474,9173,9173,732
W0502,Hantima,LGA111,41236,6427,Projected 2026 from 2006 census,0.7532157447733104,0.7532157447733104,0.398441442558131,31060,31060,16430
W0503,Yobbafa,LGA111,29444,4594,Gridded population estimate 2024,0.24152926586854553,0.24152926586854553,0.0,7112,7112,0
W0506,Dairili,LGA029,55806,9194,Projected 2026 from 2006 census,0.567664431012335,0.567664431012335,0.2966608442724846,31679,31679,16555
W0511,Supriyi,LGA029,15593,2678,Projected 2026 from 2006 census,0.6495775170727476,0.6495775170727476,0.10865908638479241,10129,10129,1694
W0521,Funwashi,LGA029,15168,2577,Gridded population estimate 2024,0.3169693109866266,0.3169693109866266,0.0,4808,4808,0
W0522,Dutluko,LGA029,8488,1399,Gridded population estimate 2024,0.110450815176225,0.110450815176225,0.0,938,938,0
